crop,N,P,K,temperature,humidity,ph,rainfall,soil_type,family
grapes,32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,,Vitaceae
grapes,9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,,Vitaceae
grapes,20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,,Vitaceae
grapes,32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,,Vitaceae
grapes,3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,,Vitaceae
grapes,38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,,Vitaceae
grapes,14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,,Vitaceae
grapes,20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,,Vitaceae
grapes,40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,,Vitaceae
grapes,36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,,Vitaceae
grapes,11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,,Vitaceae
grapes,0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,,Vitaceae
grapes,19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,,Vitaceae
grapes,31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,,Vitaceae
grapes,4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,,Vitaceae
grapes,39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,,Vitaceae
grapes,8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,,Vitaceae
grapes,39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,,Vitaceae
grapes,32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,,Vitaceae
grapes,12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,,Vitaceae
grapes,8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,,Vitaceae
grapes,8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,,Vitaceae
grapes,21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,,Vitaceae
grapes,40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,,Vitaceae
grapes,39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,,Vitaceae
grapes,19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,,Vitaceae
grapes,21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,,Vitaceae
grapes,17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,,Vitaceae
grapes,33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,,Vitaceae
grapes,22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,,Vitaceae
grapes,32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,,Vitaceae
grapes,37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,,Vitaceae
grapes,15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,,Vitaceae
grapes,39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,,Vitaceae
grapes,40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,,Vitaceae
grapes,40,132,202,24.57558351,80.70695797,5.971813006,69.706113,,Vitaceae
grapes,29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,,Vitaceae
grapes,32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,,Vitaceae
grapes,6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,,Vitaceae
grapes,8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,,Vitaceae
grapes,34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,,Vitaceae
grapes,35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,,Vitaceae
grapes,16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,,Vitaceae
grapes,8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,,Vitaceae
grapes,25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,,Vitaceae
grapes,16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,,Vitaceae
grapes,39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,,Vitaceae
grapes,38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,,Vitaceae
grapes,33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,,Vitaceae
grapes,35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,,Vitaceae
grapes,1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,,Vitaceae
grapes,39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,,Vitaceae
grapes,28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,,Vitaceae
grapes,6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,,Vitaceae
grapes,6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,,Vitaceae
grapes,29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,,Vitaceae
grapes,37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,,Vitaceae
grapes,38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,,Vitaceae
grapes,38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,,Vitaceae
grapes,14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,,Vitaceae
grapes,6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,,Vitaceae
grapes,32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,,Vitaceae
grapes,11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,,Vitaceae
grapes,23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,,Vitaceae
grapes,40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,,Vitaceae
grapes,6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,,Vitaceae
grapes,37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,,Vitaceae
grapes,35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,,Vitaceae
watermelon,119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,,Cucurbitaceae
watermelon,119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,,Cucurbitaceae
watermelon,105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,,Cucurbitaceae
watermelon,114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,,Cucurbitaceae
watermelon,93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,,Cucurbitaceae
watermelon,80,26,55,24.53442564,88.989272,6.140099215,49.11618732,,Cucurbitaceae
watermelon,85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,,Cucurbitaceae
watermelon,85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,,Cucurbitaceae
watermelon,82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,,Cucurbitaceae
watermelon,118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,,Cucurbitaceae
watermelon,83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,,Cucurbitaceae
watermelon,86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,,Cucurbitaceae
watermelon,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,,Cucurbitaceae
watermelon,119,9,50,26.74550678,83.9195902,6.251286661,40.794305,,Cucurbitaceae
watermelon,104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,,Cucurbitaceae
watermelon,95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,,Cucurbitaceae
watermelon,102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,,Cucurbitaceae
watermelon,109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,,Cucurbitaceae
watermelon,81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,,Cucurbitaceae
watermelon,103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,,Cucurbitaceae
watermelon,105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,,Cucurbitaceae
watermelon,97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,,Cucurbitaceae
watermelon,120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,,Cucurbitaceae
watermelon,95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,,Cucurbitaceae
watermelon,83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,,Cucurbitaceae
watermelon,83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,,Cucurbitaceae
watermelon,91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,,Cucurbitaceae
watermelon,116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,,Cucurbitaceae
watermelon,112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,,Cucurbitaceae
watermelon,88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,,Cucurbitaceae
watermelon,118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,,Cucurbitaceae
watermelon,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,,Cucurbitaceae
watermelon,106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,,Cucurbitaceae
watermelon,99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,,Cucurbitaceae
watermelon,98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,,Cucurbitaceae
watermelon,108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,,Cucurbitaceae
watermelon,119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,,Cucurbitaceae
watermelon,117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,,Cucurbitaceae
watermelon,109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,,Cucurbitaceae
watermelon,80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,,Cucurbitaceae
watermelon,100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,,Cucurbitaceae
watermelon,91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,,Cucurbitaceae
watermelon,86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,,Cucurbitaceae
watermelon,107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,,Cucurbitaceae
watermelon,103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,,Cucurbitaceae
watermelon,101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,,Cucurbitaceae
watermelon,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,,Cucurbitaceae
watermelon,84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,,Cucurbitaceae
watermelon,102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,,Cucurbitaceae
watermelon,98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,,Cucurbitaceae
watermelon,97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,,Cucurbitaceae
watermelon,90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,,Cucurbitaceae
watermelon,95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,,Cucurbitaceae
watermelon,82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,,Cucurbitaceae
watermelon,82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,,Cucurbitaceae
watermelon,110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,,Cucurbitaceae
watermelon,118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,,Cucurbitaceae
watermelon,120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,,Cucurbitaceae
watermelon,91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,,Cucurbitaceae
watermelon,81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,,Cucurbitaceae
watermelon,101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,,Cucurbitaceae
watermelon,101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,,Cucurbitaceae
watermelon,111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,,Cucurbitaceae
watermelon,107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,,Cucurbitaceae
watermelon,115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,,Cucurbitaceae
watermelon,84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,,Cucurbitaceae
watermelon,120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,,Cucurbitaceae
watermelon,91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,,Cucurbitaceae
watermelon,89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,,Cucurbitaceae
watermelon,113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,,Cucurbitaceae
watermelon,97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,,Cucurbitaceae
watermelon,117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,,Cucurbitaceae
watermelon,90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,,Cucurbitaceae
watermelon,104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,,Cucurbitaceae
watermelon,81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,,Cucurbitaceae
watermelon,88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,,Cucurbitaceae
watermelon,92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,,Cucurbitaceae
watermelon,81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,,Cucurbitaceae
watermelon,111,5,55,26.283443,84.42478917,6.520663422,50.78669728,,Cucurbitaceae
watermelon,108,23,51,26.84366082,83.85039964,6.106500787,40.228644,,Cucurbitaceae
watermelon,113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,,Cucurbitaceae
watermelon,83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,,Cucurbitaceae
watermelon,101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,,Cucurbitaceae
watermelon,114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,,Cucurbitaceae
watermelon,99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,,Cucurbitaceae
watermelon,92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,,Cucurbitaceae
watermelon,92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,,Cucurbitaceae
watermelon,91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,,Cucurbitaceae
watermelon,110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,,Cucurbitaceae
watermelon,112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,,Cucurbitaceae
watermelon,89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,,Cucurbitaceae
watermelon,100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,,Cucurbitaceae
watermelon,83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,,Cucurbitaceae
watermelon,95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,,Cucurbitaceae
watermelon,119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,,Cucurbitaceae
watermelon,97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,,Cucurbitaceae
watermelon,110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,,Cucurbitaceae
watermelon,96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,,Cucurbitaceae
watermelon,83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,,Cucurbitaceae
watermelon,120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,,Cucurbitaceae
muskmelon,115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,,Cucurbitaceae
muskmelon,114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,,Cucurbitaceae
muskmelon,101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,,Cucurbitaceae
muskmelon,118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,,Cucurbitaceae
muskmelon,95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,,Cucurbitaceae
muskmelon,81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,,Cucurbitaceae
muskmelon,117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,,Cucurbitaceae
muskmelon,114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,,Cucurbitaceae
muskmelon,113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,,Cucurbitaceae
muskmelon,108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,,Cucurbitaceae
muskmelon,81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,,Cucurbitaceae
muskmelon,115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,,Cucurbitaceae
muskmelon,83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,,Cucurbitaceae
muskmelon,84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,,Cucurbitaceae
muskmelon,109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,,Cucurbitaceae
muskmelon,95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,,Cucurbitaceae
muskmelon,119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,,Cucurbitaceae
muskmelon,110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,,Cucurbitaceae
muskmelon,82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,,Cucurbitaceae
muskmelon,87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,,Cucurbitaceae
muskmelon,85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,,Cucurbitaceae
muskmelon,100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,,Cucurbitaceae
muskmelon,107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,,Cucurbitaceae
muskmelon,91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,,Cucurbitaceae
muskmelon,102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,,Cucurbitaceae
muskmelon,117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,,Cucurbitaceae
muskmelon,85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,,Cucurbitaceae
muskmelon,104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,,Cucurbitaceae
muskmelon,102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,,Cucurbitaceae
muskmelon,116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,,Cucurbitaceae
muskmelon,100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,,Cucurbitaceae
muskmelon,110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,,Cucurbitaceae
muskmelon,104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,,Cucurbitaceae
muskmelon,107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,,Cucurbitaceae
muskmelon,98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,,Cucurbitaceae
muskmelon,88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,,Cucurbitaceae
muskmelon,87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,,Cucurbitaceae
muskmelon,120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,,Cucurbitaceae
muskmelon,95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,,Cucurbitaceae
muskmelon,108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,,Cucurbitaceae
muskmelon,82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,,Cucurbitaceae
muskmelon,120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,,Cucurbitaceae
muskmelon,110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,,Cucurbitaceae
muskmelon,95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,,Cucurbitaceae
muskmelon,106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,,Cucurbitaceae
muskmelon,99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,,Cucurbitaceae
muskmelon,106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,,Cucurbitaceae
muskmelon,83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,,Cucurbitaceae
muskmelon,117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,,Cucurbitaceae
muskmelon,98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,,Cucurbitaceae
muskmelon,113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,,Cucurbitaceae
muskmelon,101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,,Cucurbitaceae
muskmelon,98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,,Cucurbitaceae
muskmelon,93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,,Cucurbitaceae
muskmelon,95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,,Cucurbitaceae
muskmelon,109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,,Cucurbitaceae
muskmelon,118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,,Cucurbitaceae
muskmelon,100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,,Cucurbitaceae
muskmelon,89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,,Cucurbitaceae
muskmelon,95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,,Cucurbitaceae
muskmelon,95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,,Cucurbitaceae
muskmelon,87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,,Cucurbitaceae
muskmelon,93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,,Cucurbitaceae
muskmelon,84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,,Cucurbitaceae
muskmelon,111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,,Cucurbitaceae
muskmelon,111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,,Cucurbitaceae
muskmelon,111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,,Cucurbitaceae
muskmelon,89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,,Cucurbitaceae
muskmelon,110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,,Cucurbitaceae
muskmelon,95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,,Cucurbitaceae
muskmelon,115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,,Cucurbitaceae
muskmelon,120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,,Cucurbitaceae
muskmelon,102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,,Cucurbitaceae
muskmelon,94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,,Cucurbitaceae
muskmelon,84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,,Cucurbitaceae
muskmelon,107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,,Cucurbitaceae
muskmelon,80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,,Cucurbitaceae
muskmelon,86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,,Cucurbitaceae
muskmelon,113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,,Cucurbitaceae
muskmelon,115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,,Cucurbitaceae
muskmelon,82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,,Cucurbitaceae
muskmelon,98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,,Cucurbitaceae
muskmelon,117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,,Cucurbitaceae
muskmelon,83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,,Cucurbitaceae
muskmelon,120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,,Cucurbitaceae
muskmelon,111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,,Cucurbitaceae
muskmelon,85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,,Cucurbitaceae
muskmelon,90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,,Cucurbitaceae
muskmelon,99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,,Cucurbitaceae
muskmelon,102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,,Cucurbitaceae
muskmelon,80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,,Cucurbitaceae
muskmelon,87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,,Cucurbitaceae
muskmelon,114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,,Cucurbitaceae
muskmelon,99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,,Cucurbitaceae
muskmelon,89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,,Cucurbitaceae
muskmelon,96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,,Cucurbitaceae
muskmelon,82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,,Cucurbitaceae
muskmelon,106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,,Cucurbitaceae
muskmelon,90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,,Cucurbitaceae
muskmelon,106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,,Cucurbitaceae
apple,24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,,Rosaceae
apple,7,144,197,23.8494014,94.34814995,6.133220586,114.0512495,,Rosaceae
apple,14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,,Rosaceae
apple,8,120,201,21.18667419,91.13435689,6.321152192,122.233323,,Rosaceae
apple,20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,,Rosaceae
apple,32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,,Rosaceae
apple,27,139,205,22.48403042,93.40819246,5.772179946,105.5473627,,Rosaceae
apple,0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,,Rosaceae
apple,22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,,Rosaceae
apple,1,124,199,23.71059131,93.27392415,5.658473817,112.6676589,,Rosaceae
apple,30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,,Rosaceae
apple,29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,,Rosaceae
apple,13,126,204,23.1094265,92.79630809,6.383180271,108.183792,,Rosaceae
apple,9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,,Rosaceae
apple,0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,,Rosaceae
apple,30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,,Rosaceae
apple,36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,,Rosaceae
apple,37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,,Rosaceae
apple,33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,,Rosaceae
apple,7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,,Rosaceae
apple,35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,,Rosaceae
apple,29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,,Rosaceae
apple,2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,,Rosaceae
apple,34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,,Rosaceae
apple,29,144,204,22.43324518,92.48667725,5.800448951,119.1025189,,Rosaceae
apple,32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,,Rosaceae
apple,13,144,197,22.9215706,94.89613443,6.28022267,105.6941544,,Rosaceae
apple,25,143,198,22.81212536,91.51861705,6.027314401,107.855225,,Rosaceae
apple,9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,,Rosaceae
apple,6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,,Rosaceae
apple,37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,,Rosaceae
apple,2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,,Rosaceae
apple,11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,,Rosaceae
apple,10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,,Rosaceae
apple,24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,,Rosaceae
apple,23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,,Rosaceae
apple,18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,,Rosaceae
apple,13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,,Rosaceae
apple,26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,,Rosaceae
apple,28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,,Rosaceae
apple,26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,,Rosaceae
apple,21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,,Rosaceae
apple,21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,,Rosaceae
apple,5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,,Rosaceae
